"2003 Q4","0.8"
"2004 Q1","0.6"
"2004 Q2","0.5"
"2004 Q3","0.2"
"2004 Q4","0.6"
"2005 Q1","0.6"
"2005 Q2","1.1"
"2005 Q3","1.1"
"2005 Q4","1.4"
"2006 Q1","0.3"
"2006 Q2","0.2"
"2006 Q3","0.1"
"2006 Q4","0.4"
"2007 Q1","1.0"
"2007 Q2","0.7"
"2007 Q3","0.8"
"2007 Q4","0.8"
"2008 Q1","0.1"
"2008 Q2","-0.7"
"2008 Q3","-1.7"
"2008 Q4","-2.3"
"2009 Q1","-1.6"
"2009 Q2","-0.2"
"2009 Q3","0.1"
"2009 Q4","0.4"
"2010 Q1","0.5"
"2010 Q2","1.0"
"2010 Q3","0.6"
"2010 Q4","0.1"
"2011 Q1","0.6"
"2011 Q2","0.1"
"2011 Q3","0.4"
"2011 Q4","0.2"
"2012 Q1","0.4"
"2012 Q2","-0.1"
"2012 Q3","1.1"
"2012 Q4","-0.2"
"2013 Q1","0.6"
"2013 Q2","0.5"
"2013 Q3","0.8"
"2013 Q4","0.5"
"2014 Q1","0.8"
"2014 Q2","0.9"
"2014 Q3","0.8"
"2014 Q4","0.8"
"2015 Q1","0.3"
"2015 Q2","0.5"
"2015 Q3","0.3"
"2015 Q4","0.7"
"2016 Q1","0.2"
"2016 Q2","0.6"
"2016 Q3","0.5"
"2016 Q4","0.7"
"2017 Q1","0.3"
